productcategory,productsubcategory,saleterritory,State,Customer,OrderCount,OrderDate,Sales,Country,Territory
Bikes,Road Bikes,Central,Michigan,Stephen Ayers,1,10/30/2013 0:00,1619.97,US,Southgate
Bikes,Road Bikes,Northeast,New York,Jeanette Cole,1,10/30/2013 0:00,647.988,US,Endicott
Bikes,Road Bikes,Northeast,Connecticut,Kevin Browne,1,10/30/2013 0:00,971.982,US,Waterbury
Bikes,Road Bikes,Northeast,New Hampshire,Kirk DeGrasse,1,10/30/2013 0:00,4514.3164,US,Nashua
Bikes,Road Bikes,Northeast,New York,Richard Lum,1,10/30/2013 0:00,2591.952,US,Melville
Bikes,Road Bikes,Southeast,Virginia,Helen Dennis,1,10/30/2013 0:00,2591.952,US,Chantilly
Bikes,Road Bikes,Central,Michigan,Stephen Ayers,1,10/30/2013 0:00,323.994,US,Southgate
Bikes,Road Bikes,Northeast,Connecticut,Kevin Browne,1,10/30/2013 0:00,647.988,US,Waterbury
Bikes,Road Bikes,Northeast,New Hampshire,Kirk DeGrasse,1,10/30/2013 0:00,2267.958,US,Nashua
Bikes,Road Bikes,Northeast,New York,Richard Lum,1,10/30/2013 0:00,1619.97,US,Melville
Bikes,Road Bikes,Southeast,Virginia,Helen Dennis,1,10/30/2013 0:00,3376.233476,US,Chantilly
Bikes,Road Bikes,Northeast,New Hampshire,Kirk DeGrasse,1,10/30/2013 0:00,971.982,US,Nashua
Bikes,Road Bikes,Northeast,New York,Richard Lum,1,10/30/2013 0:00,323.994,US,Melville
Clothing,Jerseys,Central,Michigan,Diane Krane,1,10/30/2013 0:00,226.758,US,Novi
Clothing,Jerseys,Northeast,Connecticut,Kevin Browne,1,10/30/2013 0:00,64.788,US,Waterbury
Clothing,Jerseys,Northeast,Ohio,Mason Bendixen,1,10/30/2013 0:00,226.758,US,Mentor
Clothing,Jerseys,Northeast,New York,Reed Koch,1,10/30/2013 0:00,129.576,US,Lake George
Clothing,Jerseys,Northeast,New York,Richard Lum,1,10/30/2013 0:00,129.576,US,Melville
Clothing,Jerseys,Southeast,Virginia,Helen Dennis,1,10/30/2013 0:00,291.546,US,Chantilly
Clothing,Jerseys,Central,Michigan,Diane Krane,1,10/30/2013 0:00,226.758,US,Novi
Clothing,Jerseys,Northeast,Ohio,Mason Bendixen,1,10/30/2013 0:00,64.788,US,Mentor
Clothing,Jerseys,Northeast,New York,Reed Koch,1,10/30/2013 0:00,129.576,US,Lake George
Clothing,Jerseys,Northeast,New York,Richard Lum,1,10/30/2013 0:00,291.546,US,Melville
Clothing,Jerseys,Southeast,Virginia,Helen Dennis,1,10/30/2013 0:00,337.567076,US,Chantilly
Clothing,Jerseys,Central,Michigan,Diane Krane,1,10/30/2013 0:00,194.364,US,Novi
Clothing,Jerseys,Northeast,Connecticut,Kevin Browne,1,10/30/2013 0:00,161.97,US,Waterbury
Clothing,Jerseys,Northeast,Ohio,Mason Bendixen,1,10/30/2013 0:00,129.576,US,Mentor
Clothing,Jerseys,Northeast,New York,Reed Koch,1,10/30/2013 0:00,32.394,US,Lake George
Clothing,Jerseys,Northeast,New York,Richard Lum,1,10/30/2013 0:00,564.1955,US,Melville
Clothing,Jerseys,Southeast,Virginia,Helen Dennis,1,10/30/2013 0:00,291.546,US,Chantilly
Accessories,Helmets,Central,Michigan,Diane Krane,1,10/30/2013 0:00,188.946,US,Novi
Accessories,Helmets,Northeast,Ohio,Mason Bendixen,1,10/30/2013 0:00,146.958,US,Mentor
Accessories,Helmets,Northeast,New York,Reed Koch,1,10/30/2013 0:00,104.97,US,Lake George
Accessories,Helmets,Northeast,New York,Richard Lum,1,10/30/2013 0:00,167.952,US,Melville
Accessories,Helmets,Southeast,Virginia,Helen Dennis,1,10/30/2013 0:00,209.94,US,Chantilly
Accessories,Helmets,Central,Michigan,Diane Krane,1,10/30/2013 0:00,146.958,US,Novi
Accessories,Helmets,Northeast,Ohio,Mason Bendixen,1,10/30/2013 0:00,104.97,US,Mentor
Accessories,Helmets,Northeast,New York,Reed Koch,1,10/30/2013 0:00,146.958,US,Lake George
Accessories,Helmets,Northeast,New York,Richard Lum,1,10/30/2013 0:00,209.94,US,Melville
Accessories,Helmets,Southeast,Virginia,Helen Dennis,1,10/30/2013 0:00,125.964,US,Chantilly
Accessories,Helmets,Central,Michigan,Diane Krane,1,10/30/2013 0:00,62.982,US,Novi
Accessories,Helmets,Northeast,Ohio,Mason Bendixen,1,10/30/2013 0:00,41.988,US,Mentor
Accessories,Helmets,Northeast,New York,Reed Koch,1,10/30/2013 0:00,62.982,US,Lake George
Accessories,Helmets,Northeast,New York,Richard Lum,1,10/30/2013 0:00,188.946,US,Melville
Accessories,Helmets,Southeast,Virginia,Helen Dennis,1,10/30/2013 0:00,146.958,US,Chantilly
Components,Pedals,Northeast,Ohio,Mason Bendixen,1,10/30/2013 0:00,97.188,US,Mentor
Components,Pedals,Northeast,Massachusetts,Milton Albury,1,10/30/2013 0:00,145.782,US,Wrentham
Components,Pedals,Northeast,New York,Reed Koch,1,10/30/2013 0:00,48.594,US,Lake George
Bikes,Touring Bikes,Northeast,Ohio,Mason Bendixen,1,10/30/2013 0:00,4291.326,US,Mentor
Bikes,Touring Bikes,Northeast,New York,Reed Koch,1,10/30/2013 0:00,5721.768,US,Lake George
Bikes,Touring Bikes,Northeast,Ohio,Mason Bendixen,1,10/30/2013 0:00,1430.442,US,Mentor
Bikes,Touring Bikes,Northeast,New York,Reed Koch,1,10/30/2013 0:00,1430.442,US,Lake George
Bikes,Touring Bikes,Northeast,New York,Reed Koch,1,10/30/2013 0:00,4291.326,US,Lake George
Bikes,Touring Bikes,Northeast,Ohio,Mason Bendixen,1,10/30/2013 0:00,4291.326,US,Mentor
Bikes,Touring Bikes,Northeast,New York,Reed Koch,1,10/30/2013 0:00,4291.326,US,Lake George
Bikes,Touring Bikes,Northeast,Ohio,Mason Bendixen,1,10/30/2013 0:00,4291.326,US,Mentor
Bikes,Touring Bikes,Northeast,New York,Reed Koch,1,10/30/2013 0:00,1430.442,US,Lake George
Bikes,Touring Bikes,Northeast,Ohio,Mason Bendixen,1,10/30/2013 0:00,1430.442,US,Mentor
Bikes,Touring Bikes,Northeast,New York,Reed Koch,1,10/30/2013 0:00,1430.442,US,Lake George
Bikes,Touring Bikes,Northeast,New York,Reed Koch,1,10/30/2013 0:00,2860.884,US,Lake George
Bikes,Touring Bikes,Northeast,Massachusetts,Faith Gustafson,1,10/30/2013 0:00,1430.442,US,Norwood
Bikes,Touring Bikes,Northeast,Ohio,Mason Bendixen,1,10/30/2013 0:00,4291.326,US,Mentor
Bikes,Touring Bikes,Northeast,New York,Reed Koch,1,10/30/2013 0:00,2860.884,US,Lake George
Bikes,Touring Bikes,Northeast,Ohio,Mason Bendixen,1,10/30/2013 0:00,728.91,US,Mentor
Bikes,Touring Bikes,Northeast,New York,Reed Koch,1,10/30/2013 0:00,2915.64,US,Lake George
Bikes,Touring Bikes,Northeast,New York,Reed Koch,1,10/30/2013 0:00,728.91,US,Lake George
Bikes,Touring Bikes,Northeast,Massachusetts,Faith Gustafson,1,10/30/2013 0:00,728.91,US,Norwood
Bikes,Touring Bikes,Northeast,Ohio,Mason Bendixen,1,10/30/2013 0:00,1457.82,US,Mentor
Bikes,Touring Bikes,Northeast,Massachusetts,Milton Albury,1,10/30/2013 0:00,1457.82,US,Wrentham
Bikes,Touring Bikes,Northeast,New York,Reed Koch,1,10/30/2013 0:00,2186.73,US,Lake George
Bikes,Touring Bikes,Northeast,Massachusetts,Faith Gustafson,1,10/30/2013 0:00,728.91,US,Norwood
Bikes,Touring Bikes,Northeast,Ohio,Mason Bendixen,1,10/30/2013 0:00,728.91,US,Mentor
Bikes,Touring Bikes,Northeast,New York,Reed Koch,1,10/30/2013 0:00,4373.46,US,Lake George
Bikes,Touring Bikes,Northeast,New York,Reed Koch,1,10/30/2013 0:00,1336.23,US,Lake George
Bikes,Touring Bikes,Northeast,Ohio,Mason Bendixen,1,10/30/2013 0:00,445.41,US,Mentor
Bikes,Touring Bikes,Northeast,New York,Reed Koch,1,10/30/2013 0:00,445.41,US,Lake George
Bikes,Touring Bikes,Northeast,Ohio,Mason Bendixen,1,10/30/2013 0:00,445.41,US,Mentor
Bikes,Touring Bikes,Northeast,New York,Reed Koch,1,10/30/2013 0:00,890.82,US,Lake George
Bikes,Touring Bikes,Northeast,New York,Reed Koch,1,10/30/2013 0:00,1336.23,US,Lake George
Bikes,Touring Bikes,Northeast,Ohio,Mason Bendixen,1,10/30/2013 0:00,890.82,US,Mentor
Bikes,Touring Bikes,Northeast,New York,Reed Koch,1,10/30/2013 0:00,890.82,US,Lake George
Bikes,Touring Bikes,Northeast,Massachusetts,Faith Gustafson,1,10/30/2013 0:00,445.41,US,Norwood
Bikes,Touring Bikes,Northeast,Ohio,Mason Bendixen,1,10/30/2013 0:00,445.41,US,Mentor
Bikes,Touring Bikes,Northeast,New York,Reed Koch,1,10/30/2013 0:00,1336.23,US,Lake George
Bikes,Touring Bikes,Northeast,Ohio,Mason Bendixen,1,10/30/2013 0:00,445.41,US,Mentor
Bikes,Touring Bikes,Northeast,New York,Reed Koch,1,10/30/2013 0:00,445.41,US,Lake George
Bikes,Touring Bikes,Northeast,Ohio,Mason Bendixen,1,10/30/2013 0:00,890.82,US,Mentor
Bikes,Touring Bikes,Northeast,New York,Reed Koch,1,10/30/2013 0:00,890.82,US,Lake George
Bikes,Touring Bikes,Northeast,Ohio,Mason Bendixen,1,10/30/2013 0:00,445.41,US,Mentor
Bikes,Touring Bikes,Northeast,New York,Reed Koch,1,10/30/2013 0:00,1336.23,US,Lake George
Bikes,Touring Bikes,Northeast,Ohio,Mason Bendixen,1,10/30/2013 0:00,445.41,US,Mentor
Bikes,Touring Bikes,Northeast,New York,Reed Koch,1,10/30/2013 0:00,1781.64,US,Lake George
Accessories,Bottles and Cages,Central,Michigan,Diane Krane,1,10/30/2013 0:00,5.988,US,Novi
Accessories,Bottles and Cages,Northeast,Connecticut,Kevin Browne,1,10/30/2013 0:00,14.97,US,Waterbury
Accessories,Bottles and Cages,Northeast,Ohio,Mason Bendixen,1,10/30/2013 0:00,26.946,US,Mentor
Accessories,Bottles and Cages,Northeast,New York,Reed Koch,1,10/30/2013 0:00,5.988,US,Lake George
Accessories,Bottles and Cages,Northeast,New York,Richard Lum,1,10/30/2013 0:00,34.035792,US,Melville
Accessories,Bottles and Cages,Southeast,Virginia,Helen Dennis,1,10/30/2013 0:00,14.97,US,Chantilly
Clothing,Shorts,Central,Michigan,Diane Krane,1,10/30/2013 0:00,517.170108,US,Novi
Clothing,Shorts,Central,Michigan,Diane Krane,1,10/30/2013 0:00,167.976,US,Novi
Clothing,Shorts,Central,Michigan,Diane Krane,1,10/30/2013 0:00,477.387792,US,Novi
Clothing,Shorts,Northeast,Ohio,Humberto Acevedo,1,10/30/2013 0:00,251.964,US,Mansfield
Clothing,Caps,Central,Michigan,Nieves Vargas,1,11/30/2013 0:00,21.576,US,Howell
Clothing,Caps,Northeast,Indiana,Mike Choi,1,11/30/2013 0:00,32.364,US,Daleville
Clothing,Caps,Northeast,New Hampshire,Nancy Hirota,1,11/30/2013 0:00,10.788,US,Plaistow
Accessories,Cleaners,Central,Michigan,Nieves Vargas,1,11/30/2013 0:00,28.62,US,Howell
Accessories,Cleaners,Northeast,Indiana,Mike Choi,1,11/30/2013 0:00,19.08,US,Daleville
Accessories,Cleaners,Northeast,New Hampshire,Nancy Hirota,1,11/30/2013 0:00,28.62,US,Plaistow
Components,Chains,Northeast,Connecticut,Mark Hassall,1,11/30/2013 0:00,48.576,US,New Haven
Components,Chains,Northeast,Indiana,Mike Choi,1,11/30/2013 0:00,48.576,US,Daleville
Clothing,Vests,Central,Michigan,Nieves Vargas,1,11/30/2013 0:00,114.3,US,Howell
Clothing,Vests,Northeast,New Hampshire,Baris Cetinok,1,11/30/2013 0:00,228.6,US,Nashua
Clothing,Vests,Northeast,Indiana,Mike Choi,1,11/30/2013 0:00,114.3,US,Daleville
Clothing,Vests,Central,Michigan,Douglas Baldwin,1,11/30/2013 0:00,38.1,US,Holland
Clothing,Vests,Central,Michigan,Nieves Vargas,1,11/30/2013 0:00,505.3076,US,Howell
Clothing,Vests,Northeast,Indiana,Mike Choi,1,11/30/2013 0:00,152.4,US,Daleville
Clothing,Vests,Northeast,New Hampshire,Nancy Hirota,1,11/30/2013 0:00,381,US,Plaistow
Components,Brakes,Northeast,Connecticut,Mark Hassall,1,11/30/2013 0:00,191.7,US,New Haven
Components,Brakes,Northeast,Indiana,Mike Choi,1,11/30/2013 0:00,63.9,US,Daleville
Components,Derailleurs,Northeast,Connecticut,Mark Hassall,1,11/30/2013 0:00,109.788,US,New Haven
Clothing,Gloves,Central,Michigan,Nieves Vargas,1,11/30/2013 0:00,102.858,US,Howell
Clothing,Gloves,Northeast,Indiana,Mike Choi,1,11/30/2013 0:00,102.858,US,Daleville
Clothing,Gloves,Central,Michigan,Nieves Vargas,1,11/30/2013 0:00,29.388,US,Howell
Clothing,Gloves,Northeast,Indiana,Mike Choi,1,11/30/2013 0:00,58.776,US,Daleville
Accessories,Bike Racks,Central,Michigan,Nieves Vargas,1,11/30/2013 0:00,288,US,Howell
Accessories,Bike Racks,Northeast,Indiana,Mike Choi,1,11/30/2013 0:00,432,US,Daleville
Accessories,Bike Racks,Northeast,New Hampshire,Nancy Hirota,1,11/30/2013 0:00,144,US,Plaistow
Components,Bottom Brackets,Northeast,Indiana,Mike Choi,1,11/30/2013 0:00,72.894,US,Daleville
Components,Cranksets,Northeast,Connecticut,Mark Hassall,1,11/30/2013 0:00,242.994,US,New Haven
Components,Cranksets,Northeast,Indiana,Mike Choi,1,11/30/2013 0:00,1214.97,US,Daleville
Components,Mountain Frames,Northeast,Indiana,Mike Choi,1,11/30/2013 0:00,3239.04,US,Daleville
Components,Mountain Frames,Northeast,Indiana,Mike Choi,1,11/30/2013 0:00,818.7,US,Daleville
Components,Pedals,Northeast,New Hampshire,Baris Cetinok,1,11/30/2013 0:00,97.188,US,Nashua
Components,Pedals,Northeast,Connecticut,Karen Theisen,1,11/30/2013 0:00,48.594,US,Stamford
Components,Pedals,Northeast,Indiana,Mike Choi,1,11/30/2013 0:00,97.188,US,Daleville
Components,Saddles,Northeast,Indiana,Mike Choi,1,11/30/2013 0:00,31.584,US,Daleville
Components,Pedals,Central,Michigan,Nieves Vargas,1,11/30/2013 0:00,145.782,US,Howell
Components,Touring Frames,Northeast,Indiana,Mike Danseglio,1,11/30/2013 0:00,602.346,US,Michigan City
Accessories,Hydration Packs,Central,Michigan,Nieves Vargas,1,11/30/2013 0:00,131.976,US,Howell
Accessories,Hydration Packs,Northeast,Indiana,Mike Choi,1,11/30/2013 0:00,197.964,US,Daleville
Components,Mountain Frames,Northeast,Indiana,Mike Choi,1,11/30/2013 0:00,299.748,US,Daleville
Components,Mountain Frames,Northeast,New Hampshire,Baris Cetinok,1,11/30/2013 0:00,149.874,US,Nashua
Components,Mountain Frames,Northeast,Indiana,Mike Choi,1,11/30/2013 0:00,449.622,US,Daleville
Components,Mountain Frames,Northeast,Indiana,Mike Choi,1,11/30/2013 0:00,316.86,US,Daleville
Components,Mountain Frames,Northeast,Indiana,Mike Choi,1,11/30/2013 0:00,316.86,US,Daleville
Components,Mountain Frames,Northeast,Indiana,Mike Choi,1,11/30/2013 0:00,316.86,US,Daleville
Components,Handlebars,Northeast,Indiana,Mike Choi,1,11/30/2013 0:00,53.448,US,Daleville
Components,Road Frames,Central,Michigan,Nieves Vargas,1,11/30/2013 0:00,404.664,US,Howell
Components,Pedals,Central,Michigan,Nieves Vargas,1,11/30/2013 0:00,24.294,US,Howell
Components,Pedals,Northeast,New Hampshire,Nancy Hirota,1,11/30/2013 0:00,24.294,US,Plaistow
Clothing,Jerseys,Central,Michigan,Nieves Vargas,1,11/30/2013 0:00,299.94,US,Howell
Clothing,Jerseys,Northeast,Indiana,Mike Choi,1,11/30/2013 0:00,149.97,US,Daleville
Clothing,Jerseys,Northeast,New Hampshire,Nancy Hirota,1,11/30/2013 0:00,119.976,US,Plaistow
Clothing,Jerseys,Central,Michigan,Nieves Vargas,1,11/30/2013 0:00,149.97,US,Howell
Clothing,Jerseys,Northeast,Indiana,Mike Choi,1,11/30/2013 0:00,59.988,US,Daleville
Clothing,Jerseys,Central,Michigan,Nieves Vargas,1,11/30/2013 0:00,119.976,US,Howell
Clothing,Jerseys,Northeast,Indiana,Mike Choi,1,11/30/2013 0:00,179.964,US,Daleville
Components,Mountain Frames,Northeast,New Hampshire,Baris Cetinok,1,11/30/2013 0:00,218.454,US,Nashua
Components,Mountain Frames,Northeast,Connecticut,Karen Theisen,1,11/30/2013 0:00,218.454,US,Stamford
Components,Mountain Frames,Northeast,Indiana,Mike Choi,1,11/30/2013 0:00,218.454,US,Daleville
Components,Mountain Frames,Northeast,New Hampshire,Baris Cetinok,1,11/30/2013 0:00,218.454,US,Nashua
Components,Mountain Frames,Northeast,Connecticut,Karen Theisen,1,11/30/2013 0:00,218.454,US,Stamford
Components,Mountain Frames,Northeast,Indiana,Mike Choi,1,11/30/2013 0:00,218.454,US,Daleville
Components,Handlebars,Northeast,New Hampshire,Baris Cetinok,1,11/30/2013 0:00,37.152,US,Nashua
Components,Handlebars,Northeast,Connecticut,Karen Theisen,1,11/30/2013 0:00,74.304,US,Stamford
Components,Handlebars,Northeast,Indiana,Mike Choi,1,11/30/2013 0:00,111.456,US,Daleville
Components,Saddles,Northeast,Indiana,Mike Choi,1,11/30/2013 0:00,23.484,US,Daleville
Components,Road Frames,Central,Michigan,Nieves Vargas,1,11/30/2013 0:00,356.898,US,Howell
Bikes,Mountain Bikes,Northeast,New Hampshire,Baris Cetinok,1,11/30/2013 0:00,1376.994,US,Nashua
Bikes,Mountain Bikes,Northeast,Indiana,Mike Choi,1,11/30/2013 0:00,1376.994,US,Daleville
Bikes,Mountain Bikes,Southeast,Virginia,Mark Hanson,1,11/30/2013 0:00,1376.994,US,Newport News
Bikes,Mountain Bikes,Northeast,New Hampshire,Baris Cetinok,1,11/30/2013 0:00,6884.97,US,Nashua
Bikes,Mountain Bikes,Northeast,Connecticut,Karen Theisen,1,11/30/2013 0:00,5507.976,US,Stamford
Bikes,Mountain Bikes,Northeast,Indiana,Mike Choi,1,11/30/2013 0:00,2753.988,US,Daleville
Bikes,Mountain Bikes,Northeast,New Hampshire,Baris Cetinok,1,11/30/2013 0:00,4130.982,US,Nashua
Bikes,Mountain Bikes,Northeast,Connecticut,Karen Theisen,1,11/30/2013 0:00,1376.994,US,Stamford
Bikes,Mountain Bikes,Northeast,Connecticut,Karen Theisen,1,11/30/2013 0:00,5567.976,US,Stamford
Bikes,Mountain Bikes,Northeast,Indiana,Mike Choi,1,11/30/2013 0:00,2783.988,US,Daleville
Bikes,Mountain Bikes,Northeast,New Hampshire,Baris Cetinok,1,11/30/2013 0:00,6959.97,US,Nashua
Bikes,Mountain Bikes,Northeast,Connecticut,Karen Theisen,1,11/30/2013 0:00,2783.988,US,Stamford
Bikes,Mountain Bikes,Northeast,Indiana,Mike Choi,1,11/30/2013 0:00,1391.994,US,Daleville
Bikes,Mountain Bikes,Northeast,New Hampshire,Baris Cetinok,1,11/30/2013 0:00,2783.988,US,Nashua
Bikes,Mountain Bikes,Northeast,Connecticut,Karen Theisen,1,11/30/2013 0:00,5567.976,US,Stamford
Bikes,Mountain Bikes,Northeast,Connecticut,Mary Vaca,1,11/30/2013 0:00,2783.988,US,Milford
Bikes,Mountain Bikes,Northeast,Connecticut,Karen Theisen,1,11/30/2013 0:00,923.388,US,Stamford
Bikes,Mountain Bikes,Northeast,Connecticut,Karen Theisen,1,11/30/2013 0:00,1846.776,US,Stamford
Bikes,Mountain Bikes,Northeast,New Hampshire,Baris Cetinok,1,11/30/2013 0:00,461.694,US,Nashua
Bikes,Mountain Bikes,Northeast,Connecticut,Karen Theisen,1,11/30/2013 0:00,461.694,US,Stamford
Bikes,Mountain Bikes,Northeast,New Hampshire,Baris Cetinok,1,11/30/2013 0:00,461.694,US,Nashua
Bikes,Mountain Bikes,Northeast,Connecticut,Karen Theisen,1,11/30/2013 0:00,461.694,US,Stamford
Bikes,Mountain Bikes,Northeast,New Hampshire,Baris Cetinok,1,11/30/2013 0:00,647.988,US,Nashua
Bikes,Mountain Bikes,Northeast,Connecticut,Karen Theisen,1,11/30/2013 0:00,647.988,US,Stamford
Bikes,Mountain Bikes,Northeast,Connecticut,Karen Theisen,1,11/30/2013 0:00,647.988,US,Stamford
Bikes,Mountain Bikes,Northeast,Connecticut,Karen Theisen,1,11/30/2013 0:00,323.994,US,Stamford
Bikes,Mountain Bikes,Northeast,New Hampshire,Baris Cetinok,1,11/30/2013 0:00,647.988,US,Nashua
Bikes,Mountain Bikes,Northeast,Connecticut,Karen Theisen,1,11/30/2013 0:00,323.994,US,Stamford
Bikes,Mountain Bikes,Northeast,Connecticut,Karen Theisen,1,11/30/2013 0:00,323.994,US,Stamford
Bikes,Mountain Bikes,Northeast,New Hampshire,Baris Cetinok,1,11/30/2013 0:00,677.988,US,Nashua
Bikes,Mountain Bikes,Northeast,Connecticut,Karen Theisen,1,11/30/2013 0:00,338.994,US,Stamford
Bikes,Mountain Bikes,Northeast,New Hampshire,Baris Cetinok,1,11/30/2013 0:00,338.994,US,Nashua
Bikes,Mountain Bikes,Northeast,Connecticut,Karen Theisen,1,11/30/2013 0:00,1694.97,US,Stamford
Bikes,Mountain Bikes,Northeast,New Hampshire,Baris Cetinok,1,11/30/2013 0:00,677.988,US,Nashua
Bikes,Mountain Bikes,Northeast,New Hampshire,Baris Cetinok,1,11/30/2013 0:00,677.988,US,Nashua
Bikes,Mountain Bikes,Northeast,Connecticut,Karen Theisen,1,11/30/2013 0:00,677.988,US,Stamford
Accessories,Tires and Tubes,Central,Michigan,Nieves Vargas,1,11/30/2013 0:00,2.748,US,Howell
Clothing,Socks,Central,Michigan,Douglas Baldwin,1,11/30/2013 0:00,21.576,US,Holland
Clothing,Socks,Central,Michigan,Nieves Vargas,1,11/30/2013 0:00,5.394,US,Howell
Clothing,Socks,Northeast,New Hampshire,Nancy Hirota,1,11/30/2013 0:00,43.152,US,Plaistow
Clothing,Socks,Northeast,New Hampshire,Nancy Hirota,1,11/30/2013 0:00,5.394,US,Plaistow
Bikes,Road Bikes,Central,Michigan,Douglas Baldwin,1,11/30/2013 0:00,2932.02,US,Holland
Bikes,Road Bikes,Central,Michigan,Nieves Vargas,1,11/30/2013 0:00,2932.02,US,Howell
Bikes,Road Bikes,Northeast,New Hampshire,Nancy Hirota,1,11/30/2013 0:00,1466.01,US,Plaistow
Bikes,Road Bikes,Northeast,New Hampshire,Nancy Hirota,1,11/30/2013 0:00,1466.01,US,Plaistow
Bikes,Road Bikes,Northeast,New Hampshire,Nancy Hirota,1,11/30/2013 0:00,4398.03,US,Plaistow
Bikes,Road Bikes,Northeast,New Hampshire,Nancy Hirota,1,11/30/2013 0:00,1466.01,US,Plaistow
Bikes,Road Bikes,Northeast,New Hampshire,Nancy Hirota,1,11/30/2013 0:00,2932.02,US,Plaistow
Bikes,Road Bikes,Central,Michigan,Nieves Vargas,1,11/30/2013 0:00,3061.782,US,Howell
Bikes,Road Bikes,Central,Michigan,Nieves Vargas,1,11/30/2013 0:00,1020.594,US,Howell
Bikes,Road Bikes,Northeast,New Hampshire,Nancy Hirota,1,11/30/2013 0:00,2041.188,US,Plaistow
Bikes,Road Bikes,Northeast,New Hampshire,Nancy Hirota,1,11/30/2013 0:00,3061.782,US,Plaistow
Bikes,Road Bikes,Central,Michigan,Douglas Baldwin,1,11/30/2013 0:00,3061.782,US,Holland
Bikes,Road Bikes,Northeast,New Hampshire,Nancy Hirota,1,11/30/2013 0:00,4082.376,US,Plaistow
Bikes,Road Bikes,Central,Michigan,Douglas Baldwin,1,11/30/2013 0:00,1344.588,US,Holland
Bikes,Road Bikes,Northeast,New Hampshire,Nancy Hirota,1,11/30/2013 0:00,2016.882,US,Plaistow
Bikes,Road Bikes,Central,Michigan,Nieves Vargas,1,11/30/2013 0:00,672.294,US,Howell
Bikes,Road Bikes,Northeast,New Hampshire,Nancy Hirota,1,11/30/2013 0:00,2689.176,US,Plaistow
Bikes,Road Bikes,Northeast,New Hampshire,Nancy Hirota,1,11/30/2013 0:00,2016.882,US,Plaistow
Bikes,Road Bikes,Central,Michigan,Douglas Baldwin,1,11/30/2013 0:00,2016.882,US,Holland
Bikes,Road Bikes,Central,Michigan,Nieves Vargas,1,11/30/2013 0:00,672.294,US,Howell
Bikes,Road Bikes,Northeast,New Hampshire,Nancy Hirota,1,11/30/2013 0:00,3361.47,US,Plaistow
Bikes,Road Bikes,Northeast,New Hampshire,Nancy Hirota,1,11/30/2013 0:00,647.988,US,Plaistow
Bikes,Road Bikes,Central,Michigan,Douglas Baldwin,1,11/30/2013 0:00,323.994,US,Holland
Bikes,Road Bikes,Central,Michigan,Nieves Vargas,1,11/30/2013 0:00,647.988,US,Howell
Bikes,Road Bikes,Northeast,New Hampshire,Nancy Hirota,1,11/30/2013 0:00,647.988,US,Plaistow
Bikes,Road Bikes,Central,Michigan,Douglas Baldwin,1,11/30/2013 0:00,323.994,US,Holland
Bikes,Road Bikes,Central,Michigan,Nieves Vargas,1,11/30/2013 0:00,647.988,US,Howell
Bikes,Road Bikes,Northeast,New Hampshire,Nancy Hirota,1,11/30/2013 0:00,1295.976,US,Plaistow
Bikes,Road Bikes,Central,Michigan,Nieves Vargas,1,11/30/2013 0:00,647.988,US,Howell
Bikes,Road Bikes,Northeast,New Hampshire,Nancy Hirota,1,11/30/2013 0:00,647.988,US,Plaistow
Clothing,Jerseys,Central,Michigan,Nieves Vargas,1,11/30/2013 0:00,226.758,US,Howell
Clothing,Jerseys,Northeast,New Hampshire,Baris Cetinok,1,11/30/2013 0:00,32.394,US,Nashua
Clothing,Jerseys,Northeast,Indiana,Mike Choi,1,11/30/2013 0:00,259.152,US,Daleville
Clothing,Jerseys,Northeast,New Hampshire,Nancy Hirota,1,11/30/2013 0:00,194.364,US,Plaistow
Clothing,Jerseys,Central,Michigan,Nieves Vargas,1,11/30/2013 0:00,97.182,US,Howell
Clothing,Jerseys,Northeast,Indiana,Mike Choi,1,11/30/2013 0:00,129.576,US,Daleville
Clothing,Jerseys,Central,Michigan,Douglas Baldwin,1,11/30/2013 0:00,64.788,US,Holland
Clothing,Jerseys,Central,Michigan,Nieves Vargas,1,11/30/2013 0:00,194.364,US,Howell
Clothing,Jerseys,Northeast,Indiana,Mike Choi,1,11/30/2013 0:00,194.364,US,Daleville
Clothing,Jerseys,Northeast,New Hampshire,Nancy Hirota,1,11/30/2013 0:00,97.182,US,Plaistow
Accessories,Helmets,Central,Michigan,Nieves Vargas,1,11/30/2013 0:00,41.988,US,Howell
Accessories,Helmets,Northeast,Indiana,Mike Choi,1,11/30/2013 0:00,83.976,US,Daleville
Accessories,Helmets,Northeast,New Hampshire,Nancy Hirota,1,11/30/2013 0:00,20.994,US,Plaistow
Accessories,Helmets,Central,Michigan,Nieves Vargas,1,11/30/2013 0:00,41.988,US,Howell
Accessories,Helmets,Northeast,New Hampshire,Baris Cetinok,1,11/30/2013 0:00,20.994,US,Nashua
Accessories,Helmets,Northeast,Indiana,Mike Choi,1,11/30/2013 0:00,146.958,US,Daleville
Accessories,Helmets,Northeast,New Hampshire,Nancy Hirota,1,11/30/2013 0:00,62.982,US,Plaistow
Accessories,Helmets,Central,Michigan,Nieves Vargas,1,11/30/2013 0:00,146.958,US,Howell
Accessories,Helmets,Northeast,Indiana,Mike Choi,1,11/30/2013 0:00,62.982,US,Daleville
Bikes,Touring Bikes,Northeast,Connecticut,Mark Hassall,1,11/30/2013 0:00,2860.884,US,New Haven
